dish,dish-href,more,more-href,description
"Breakfast Chicken Sausage Platter","http://www.sailusfood.com/2010/06/06/breakfast-chicken-sausage-platter/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/21/",""
"Royallu Mudda Kura – Prawn Curry","http://www.sailusfood.com/2007/06/04/royallu-mudda-kura-prawn-curry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/36/",""
"Vankaya Kothimira Vepudu – Brinjal-Fresh Coriander Stir Fry","http://www.sailusfood.com/2007/05/17/vankaya-kothimira-vepudu-brinjal-fresh-coriander-stir-fry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/36/","Method for making Vankaya Kothimira Vepudu – Brinjal-Fresh Coriander Stir Fry
			
																						Heat oil in a cooking vessel. Add the mustard seeds and let them pop. Next add cumin seeds, curry leaves and asafoetida and toss about for 8-10 seconds.

				
																							Add the brinjal slices and combine well with seasoning. Add salt and turmeric pwd and cook for 3-4 mts on high heat stirring continuously.

				
																							Reduce heat and cover with lid and let the brinjals simmer for 10-12 mts. Stir inbetween.

				
																							Once the brinjals are almost cooked, add the ground paste and adjust the salt. Combine well and cook uncovered on low heat for another 10-12 mts.

				
																							Garnish with fresh coriander leaves and serve with hot rice"
"Capsicum Potato Fry","http://www.sailusfood.com/2005/11/14/capsicum-potato-aloo-shimla-mirch-fry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/44/","3 capsicums â€“ chop into bite sized pieces

2 large potatoes- peeled and cubed

1 tsp cumin seeds (jeelakara, jeera)

5-6 whole pepper corns, crushed coarsely

1 cardamom (elaichi, elakayyi)

1â€ cinnamon stick (dalchini, dalchina chekka)

1 clove (lavanga)

salt to taste

pinch of garam masala (optional)

12 leaves curry leaves

1 1/2 tbsp olive oil"
"Tri-Colored Paneer Kebabs","http://www.sailusfood.com/2006/04/11/tri-colored-paneer-kebabs/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/40/",""
"Traditional Tamil Tiffins – by Lakshmi of Veggie Cuisine","http://www.sailusfood.com/2009/02/18/traditional-tamil-tiffins-by-lakshmi-of-veggie-cuisine/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/29/","For seasoning:

Mustard seeds – 1/2 tsp

Urad dal/channa dal – 1/4 tsp

Curry leaves – a few

Dry red chilly – 1"
"Murri Mixture ~ Andhra Bhel Puri","http://www.sailusfood.com/2005/11/24/murri-mixture-andhra-bhel-puri/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/43/","While many regions in India have their own versions of puffed rice mixture the most famous being the bhelpuri, the south indian version (andhra) is called murri mixture where puffed rice forms the base of the mixture."
"Ragda Patties ~ Aloo Tikki Chaat","http://www.sailusfood.com/2010/03/08/ragda-patties-aloo-tikki-chaat/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/24/",""
"Oats Adai","http://www.sailusfood.com/2012/11/01/oats-adai/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/13/","Method for making Oats Adai
			
																						Soak dals in water for 3 hours. In a separate bowl, soak rice in water for 3 hours. 

				
																							Drain and grind rice, green chilies, red chilies, ginger and aniseed to a paste. Add very little water to make a smooth paste. Pour the batter into a bowl and keep aside.

				
																							Now grind the dals, oats and salt to a slightly coarse paste..  It should be like a thick dosa/pesarattu batter.

				
																							Pour this dal batter into the rice batter bowl. Add chopped onions, asafoetida, turmeric powder and coriander leaves and mix.

				
																							Heat a cast iron pan or non-stick pan. Once hot, reduce flame, sprinkle few drops of water such that they sizzle. If the water sizzles, it means the pan is right to spread out the adai batter.

				
																							Pour a ladle full of batter in the center of the pan and swirl around with back of ladle to form a concentric circle like a thick dosa/uttappam.

				
																							Drizzle few drops of oil around the edge of the adai/dosa and a few drops over the dosa.

				
																							Allow to cook on low to medium flame for 2-3 minutes. When the bottom of adai lightly browns, flip over and cook for another 2-3 minutes on low to medium flame.

				
																							Remove onto a serving plate and serve with chutney or pickle of your choice."
"Aloo Patta Gobhi Sabzi ~ Potato Cabbage Stir Fry","http://www.sailusfood.com/2011/07/25/aloo-patta-gobhi-sabzi-potato-cabbage-stir-fry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/17/","Though I am not too fond of cabbage, I find myself enjoying a North Indian style cabbage dry saute that calls for the inclusion of potato. Its a fabulous combination and a drizzle of lemon juice gives it a flavor that is so satisfying. Its amazing how the simplest of recipes are the most flavorful."
"Bhindi Sambhariya ~ Gujarati Style Stuffed Okra","http://www.sailusfood.com/2011/08/18/bhindi-sambhariya-gujarati-style-stuffed-okra/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/17/","Be sure to use tender okra and add enough stuffing in each okra. Its all the in the stuffing. The combination of ingredients that go into the stuffing are extremely flavorful hence do not skimp of the quantity of stuffing used for each okra."
"Kandi Podi – Lentils-Spice Blend","http://www.sailusfood.com/2008/03/06/kandi-podi-lentils-spice-blend/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/34/","A flavorsome, protein-packed, lentil-spice blend is Kandi Podi, a classic Andhra recipe. Tur dal and channa dal are slow, dry roasted along with red chillis and cumin seeds and finely ground to a coarse powder and finished off with asafoetida and salt. An absolute delight to the senses, almost addictive, Kandi Podi is usually eaten, mixed with white rice and a drizzle of ghee."
"You Are What You Eat Meme : My Top 10 Favorite Foods","http://www.sailusfood.com/2005/12/10/you-are-what-you-eat-meme-my-top-10-favorite-foods/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/42/","6. Sweets â€“ Kolkattaâ€™s famous Rosagulla, Gulab Jamun and Bobattulu or Poran Puli are my favorite Indian sweets and of course pastries."
"Chepa Vepudu (Fish Fry)","http://www.sailusfood.com/2006/01/02/new-year%c2%b4s-dinner-recipe-photo-swap-chepa-vepudu-fish-fry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/42/","Fish can be flavored and cooked in many ways and the use of Indian spices makes them even more tasty. Chepa Vepudu is a very simple and easy fish fry recipe and if you are fond of seafood or fish, I am sure you are going to enjoy this fish fry recipe."
"Kodi Gudu Pulusu – Boiled Eggs In Tamarind Gravy","http://www.sailusfood.com/2006/01/07/kodi-gudu-pulusu-boiled-eggs-in-tamarind-gravy/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/41/","For tempering: 1/4 tsp mustard seeds, big pinch of methi seeds (fenugreek seeds), 3 flakes crushed garlic and few curry leaves"
"Molten Lava Chocolate Cake","http://www.sailusfood.com/2012/02/14/molten-lava-cake-recipe/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/15/","We celebrated Valentine's Day with a wonderfully decadent chocolate dessert. Molten Lava Cake - a perfect Valentine Day's treat! Its ridiculously easy, quick to make and chocolate-y. Mini warm chocolate cake with oozing, flowing chocolate similar to molten lava."
"Beans in Peanut Sauce","http://www.sailusfood.com/2006/11/02/beans-in-peanut-sauce/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/38/",""
"Summer Coolers ~ Fresh Mango Juice","http://www.sailusfood.com/2010/05/10/summer-coolers-fresh-mango-juice/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/22/",""
"Barbati Bangaladumpa Vepudu ~ Yard Long Beans-Potato Stir fry","http://www.sailusfood.com/2009/12/04/barbati-bangaladumpa-vepudu-yard-long-beans-potato-stir-fry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/26/","He picked the beans early in the morning, so they couldn’t be more fresh. I prepared a stir fry by combining potatoes similar to the french beans potato stir fry I had blogged earlier. Simply fabulous! I wondered why I gave these beans a step-motherly treatment all this while. Anyway, I am going to cook them often now with a lot of motherly love."
"Menthi Kura Pappu ~ Methi Dal","http://www.sailusfood.com/2005/11/26/menthi-kura-pappu-methi-dal-fenugreek-lentils/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/43/","Absolutely nutritious and tasty dal."
"Aratikaya Masala Vepudu ~ Plantain Stir Fry","http://www.sailusfood.com/2005/12/06/arati-kaaya-masala-vepudu-plantain-stir-fried-with-spices/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/43/",""
"Indo Chinese Food ~ Schezwan Vegetables","http://www.sailusfood.com/2010/01/31/indo-chinese-food-schezwan-vegetables/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/25/",""
"Cabbage Vepudu (Fry)","http://www.sailusfood.com/2008/03/13/cabbage-vepudu-fry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/34/",""
"Paramannam-Sweet Rice Pudding ( Naivedyam )","http://www.sailusfood.com/2006/01/13/paramannam-sweet-rice-pudding-naivedyam/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/41/","Annam Payasam or Paramannam (Food Of The Gods) is a sweet dish which is prepared as an offering to God in almost every home in Andhra on most special occasions and festivals. According to Hindu tradition & spiritual customs, by offering Naivedyam to God in the form of sweets like chakripongal, payasam, paramannam and fruits the devotees acknowledge the good things that come from God. After God partakes of the offering the naivedyam becomes prasadam. Prasadam is consumed after performing puja or worship and consuming the delicious prasadam symbolizes the bliss of self-realization."
"A traditional Malabar meal ~ Guest post by Shaheen","http://www.sailusfood.com/2009/06/29/a-traditional-malabar-meal-guest-post-by-shaheen/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/28/",""
"Cheesy Chicken Pasta Bake","http://www.sailusfood.com/2005/11/18/cheesy-chicken-pasta-bake/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/44/","Delicious Cheesy Chicken Pasta Bake!"
"Pav Bhaji","http://www.sailusfood.com/2010/03/17/pav-bhaji/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/24/",""
"Raw Food ~ Pineapple Paneer Salad","http://www.sailusfood.com/2009/11/30/raw-food-pineapple-paneer-salad/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/26/",""
"Dahi Sev Puri","http://www.sailusfood.com/2010/03/31/dahi-sev-puri/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/23/","A popular chaat recipe that is super quick to bring together. Cooked moong dal, chaat chutneys, beaten yogurt, puri, chopped onions, tomatoes, coriander leaves and sev are all you need to whip up a plate of Dahi sev puri."
"Nimmakaya Charu – Lemon Soup","http://www.sailusfood.com/2009/09/26/nimmakaya-charu-lemon-soup/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/27/","Simple recipe with few ingredients and hardly any cooking time. I enjoy sipping this comforting soup on a cold rainy day."
"Beerakaya Vepudu – Ridge gourd Stir fry","http://www.sailusfood.com/2009/06/08/beerakaya-vepudu-ridge-gourd-stir-fry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/28/","1 Cut the ridge into half lengthwise and slice. Finely slice onions.

2 Heat oil in a cooking vessel, add the mustard seeds and as they splutter, add the cumin seeds and let them turn brown. Add the crushed garlic, green chillis and curry leaves and saute for 15-20 seconds.

3 Add the sliced onions and saute for 3-4 mts. Add the sliced turai and turmeric pwd and let it cook without lid for 4 mts.

4 Cook on medium heat for 6-7 minutes, constantly sauteing in between. Place lid, reduce to low flame and let it cook covered, approx 15 mts. Check in between. Add chilli pwd, coriander pwd, roasted methi pwd and salt and combine.

5 If it appears slightly watery, continue to cook till the water evaporates completely and stir fry on high for a half a mt and turn off heat.

6 Serve hot with steamed rice or rotis."
"Elachi Chai – Indian Cardamom Tea (VRC- Cardamom)","http://www.sailusfood.com/2006/02/12/elachi-chai-indian-cardamom-tea-vrc-cardamom/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/40/",""
"Recipes Galore! Savour the taste of fellow bloggers food","http://www.sailusfood.com/2006/02/14/recipes-galore-savour-the-taste-of-fellow-bloggers-food/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/40/","And Happy Valentine’s  Day!"
"Indian Food Trail ~ Mangalorean Cuisine (Part 2)","http://www.sailusfood.com/2012/09/01/indian-food-mangalorean-recipes/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/14/","Typical snacks & munchies:"
"Sukhi Sabzi ~ Aloo Bhindi – Potato Okra Stir fry","http://www.sailusfood.com/2009/10/09/sukhi-sabzi-aloo-bhindi-potato-okra-stir-fry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/27/","1 Heat oil in a vessel, add the asafoetida, coriander pwd, jeera pwd, turmeric pwd, red chilli pwd, saunf pwd and 2 tbsps of water and saute for 10-12 seconds. Add the curry leaves and chopped potato and salt. Cover with lid and cook on medium flame for 5 mts.

2 Add the okra and combine. Add the lemon juice and combine. Cook without lid for 5 mts.

3 Add garam masala pwd and mix well. Cook with lid and cook till the aloo and okra turn soft. Serve hot with phulkas, or rice and dal."
"Refreshing Salads","http://www.sailusfood.com/2007/07/16/refreshing-salads/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/35/","Main Ingredients:
	 lettuce  apple"
"Weekend Herb Blogging #14 – Red Sorrel Leaves (Gongura Pachadi)","http://www.sailusfood.com/2006/01/08/weekend-herb-blogging-14-red-sorrel-leaves-gongura-pachadi/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/41/","This particular pickle can be stored in the refrigerator upto 3-4 weeks and goes well with hot steamed rice and a liberal dose of ghee and sliced raw onions."
"Chocolate Chip and Almond Cookies","http://www.sailusfood.com/2008/02/20/chocolate-chip-and-almond-cookies/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/34/","1 Sieve together flour, baking soda and salt. Keep aside.

2 In a bowl, cream together the melted butter, brown sugar and white sugar until well blended. Beat in the vanilla, egg and egg yolk until light and creamy.

3 Mix in the seived ingredients until just blended. Stir in the chocolate chips and toasted almond pwd using a wooden spoon.

4 Drop cookie dough using a tablespoon onto prepared cookie sheet. Cookies should be about 2 1/2 – 3 inches apart.

5 Bake in a pre-heated oven at 170 C for about 20-22 mts till the edges are slightly toasted or till done. Once baked, the cookie will feel soft on touch but once cool it will harden. If you over bake beyond the mentioned time limit, you will have a very crunchy cookie.

6 Cool on a wire rack. Repeat with remaining dough. Store in airtight container."
"Traditional Tamil Tiffins – by Lakshmi of Veggie Cuisine","http://www.sailusfood.com/2009/02/18/traditional-tamil-tiffins-by-lakshmi-of-veggie-cuisine/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/29/","What you will not find on restaurant menus are traditional home made recipes like upma kozhakattai, sevai, aapam, kuzhi paniyaram, adai, idiyappam (also a Kerala delicacy) etc. Restaurants apart, mobile vendors (also called ‘Kayendhi Bhavan’) whip up delicious and fresh tiffins right out of their carts. As a kid, I remember eating at these Kayendhi Bhavans whenever we embarked on a long road trip. It was like a ritual in our family."
"Simple Mutton Curry ~ Indian Style Lamb Curry","http://www.sailusfood.com/2005/11/27/simple-mutton-curry-indian-style-lamb-curry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/43/","This is a very simple and easy mutton curry that I often make. An Andhra style mutton curry with great flavor."
"A traditional Malabar meal ~ Guest post by Shaheen","http://www.sailusfood.com/2009/06/29/a-traditional-malabar-meal-guest-post-by-shaheen/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/28/",""
"Nuvullu Annam (Sesame Flavored Rice)","http://www.sailusfood.com/2006/03/08/nuvullu-annam-sesame-flavored-rice/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/40/","Food,Food Blogs,Cuisine,Indian Cooking,Andhra,Telugu,Flickr"
"Tomato Kothimira Pachadi","http://www.sailusfood.com/2007/04/03/tomato-kothimira-pachadi/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/36/",""
"Pav Bhaji","http://www.sailusfood.com/2010/03/17/pav-bhaji/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/24/",""
"Tomato Kothimira Pachadi","http://www.sailusfood.com/2007/04/03/tomato-kothimira-pachadi/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/36/","Method for making Tomato kothimira pachadi
			
																						Heat half a tbsp of oil in a non-stick pan. Add the cumin and let them brown. Add the slit green chillis and saute for a few seconds, add the sliced onion and saute for 4 mts on medium heat. Lastly add the chopped coriander and saute further for a mt. Remove and keep aside.

				
																							In the same pan, add a tsp of oil, add the chopped tomatoes and on medium flame saute till the rawness of tomato disappears and the water evaporates (approx 4-5 mts). Remove and keep aside.

				
																							Grind the sauteed onions, coriander, tomato, tamarind along with salt, to a coarse paste adding a few tbsps of water.

				
																							Heat oil in a pan for the tempering, add the mustard seeds, let them pop and add the split gram dal and curry leaves and fry till the dal turns red. Lastly add the asafoetida and immediately add this seasoning to the ground pachadi. Serve with hot idlis or dosas."
"Mocha Chocolate Chip Muffins","http://www.sailusfood.com/2010/12/09/mocha-chocolate-chip-muffins/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/18/","1 Preheat oven to 350 degrees F (180 degrees C) and place the oven rack in the middle of the oven.

2 In a large bowl combine the flour, sugar, baking pwd and salt. Use a whisk to combine. Set aside.

3 In another bowl melt the butter and while its still warm, stir in coffee pwd and cocoa pwd.

4 In another bowl, mix eggs, milk and vanilla.

5Add the egg mixture and butter mixture to the dry ingredients and mix until well combined. Fold in the chocolate chips.

6 Spoon the batter into the prepared muffin liners till three-fourths full. Bake for about 20-22 minutes or until a toothpick inserted in the center comes out clean.

7 Place on a wire rack to cool and remove muffins from pan. Serve warm or at room temperature."
"Kadai Paneer – Cottage Cheese Creamy Curry","http://www.sailusfood.com/2006/01/19/kadai-paneer-cottage-cheese-creamy-curry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/41/","Main Ingredients:
	 paneer"
"Eggless Cupcakes","http://www.sailusfood.com/2012/11/15/eggless-cupcakes-recipe/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/13/","Method for making Eggless Cupcakes
			
																						Pre-heat oven to 180 C for 15 mts. Place cupcake liners in a muffin pan and keep aside.

				
																							Sieve flour, baking powder and baking soda twice. Keep aside

				
																							In a bowl, cream the powdered sugar and butter till light and fluffy.

				
																							In another bowl, mix milk, yogurt and essence. Whisk well for a minute. Pour this milk mixture into the butter-sugar mixer and whisk till well combined.

				
																							Add the flour and fold into the batter. Do not over beat. Just fold till not trace of flour is found.

				
																							Pour upto 2/3rd of the batter in each cupcake liner. Bake in pre-heated oven for 18-20 mts. Check from 15 mts onwards. They will not brown too much and will appear white in color after baking..

				
																							Place a tooth pick in the center of the cupcake and if it comes out clean, the cupcake is done.

				
																							Remove from oven and cool for 10-15 mts.

				
																							To prepare chocolate ganache, place the fresh cream in a stainless steel bowl and heat it over low flame till bubbles appear around the edge of the pot. It should just scald. It usually takes less than a minute or so. Turn off heat.

				
																							Immediately pour this cream over the chopped chocolate and cover it. Let is sit for 5 mts. After 5 mts, whisk till smooth and leave aside for half an hour. Frost the cupcake with chocolate ganache."
"Chikkudukaya Bangaladumpa Vepudu – Lima beans Potato Fry","http://www.sailusfood.com/2010/02/12/chikkudukaya-bangaladumpa-vepudu-lima-beans-potato-fry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/25/",""
"Raw Food ~ Pineapple Paneer Salad","http://www.sailusfood.com/2009/11/30/raw-food-pineapple-paneer-salad/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/26/","Today, I went on an almost 100% raw food diet, basically to de-tox. There was a time when I was an almost raw food diet on a regular basis but was not consistent in maintaining it. Now, my goal is to go raw once a week and be consistent."
"Masala Dosa – South Indian Breakfast/Tiffin","http://www.sailusfood.com/2005/11/19/masala-dosa-sourdough-crepe-wrapped-round-potato-curry-south-indian-tiffinsnack/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/44/","Main Ingredients:
	 rice  urad dal  potato"
"Matar Paneer Paratha –  Indian Bread Stuffed with Cottage Cheese & Green Peas","http://www.sailusfood.com/2006/01/09/matar-paneer-paratha-indian-bread-stuffed-with-cottage-cheese-green-peas/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/41/",""
"Methi Murgh ~ Chicken with Fenugreek leaves","http://www.sailusfood.com/2009/12/16/methi-murgh-chicken-with-fenugreek-leaves/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/26/","I cannot rave enough about today's recipe. Outright delicious! Chicken and methi complement each other really well and I'm eternally grateful to the origins of this recipe. The key to this recipe is in the caramalized onions that are pureed along with curd forming the base of this creamy dish. An ideal do-ahead lunch/dinner party fare."
"Aloo Patta Gobhi Sabzi ~ Potato Cabbage Stir Fry","http://www.sailusfood.com/2011/07/25/aloo-patta-gobhi-sabzi-potato-cabbage-stir-fry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/17/","Though I am not too fond of cabbage, I find myself enjoying a North Indian style cabbage dry saute that calls for the inclusion of potato. Its a fabulous combination and a drizzle of lemon juice gives it a flavor that is so satisfying. Its amazing how the simplest of recipes are the most flavorful. Serve with rotis and salad for a clean and simple meal."
"Tomato Kobbari Pachadi – Tomato Coconut Chutney","http://www.sailusfood.com/2010/05/27/tomato-kobbari-pachadi-tomato-coconut-chutney/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/21/","A perfect, quick, summer time chutney that makes use of farm fresh red tomatoes. Fresh coconut finds a place here but the pachadi highlights the predominate sweet-tart flavor of tomatoes and its gorgeous pink-orange color. Makes for a decent side with idli and dosa."
"Jihva For Ingredients – Dals (Lentils)","http://www.sailusfood.com/2006/05/27/jihva-for-ingredients-dals-lentils/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/39/","I look forward to all the entries, discover new dal recipes from each region of India and the world, being blogged and showcased in the July round-up of the “JFI – Dal” food event. I appreciate JFI being made a  revolving food event giving other food bloggers a chance to be able to satisfy the desire to host a food event. I am sure there are quite a few, like me, who have a desire to host a food blog event atleast once..:). Thank you, Indira."
"Curried Baby Potatoes","http://www.sailusfood.com/2005/12/16/curried-baby-potatoes/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/42/","Heat 2 tsps oil in a pan. Add the chopped onions and green chillis and fry till rawness disappears.Cool and grind coarsely.Keep aside.

Heat 1 1/2 tbsps oil in a pan. Add whole spices and fry for few seconds. Add ginger garlic paste and 1 tbsp of water and fry stirring it constantly so that it doesn’t burn for 3-4 minutes. Now add the coarsely ground onion paste and fry for 3 minutes on medium heat. Take care that it doesn’t burn.

Add coriander pwd, cumin pwd, chilli pwd and salt. Mix well.

Now add the boiled potatoes and mix well. Cover and cook for 2 minutes.

Now add the coconut-poppy seeds paste and cashew nut-melon seeds paste. Mix well and add 1 1/2 cups of water and let the potatoes cook in these masala for 15 minutes.

Add garam masala pwd and combine well.

Garnish with chopped coriander leaves."
"Christmas Delights – Eggless Cookies","http://www.sailusfood.com/2007/12/24/christmas-delights-eggless-cookies/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/35/","This recipe which calls for oats and cocoa, crumble quickly and have a soft and melt in the mouth feel with a intense chocolate flavor and the oats compliments the chocolate with a bit of crumbly crunch. But after a day of sitting the flavors of the cookie really came together well. Those who love a strong chocolate flavor will love these not-so-good looking, cracky cookies. Don’t go by the looks, its downright delicious!:)"
"Apple Pomegranate Lettuce Salad","http://www.sailusfood.com/2010/04/20/apple-pomegranate-lettuce-salad/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/23/",""
"Mamidikaya Kura – Sweet Mango Curry","http://www.sailusfood.com/2006/06/30/mamidikaya-kura-sweet-mango-curry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/38/","Mango season is almost through and the mangoes that are available now are thotapuri (called collector kaya in andhra) and bainganapalli varieties which donâ€™t have much of a sour flavor. They are best suited to prepare curries which have a predominately sweet flavor."
"Sambhar – Thick Lentil Soup with Mixed Vegetables","http://www.sailusfood.com/2005/11/27/sambhar-thick-lentil-soup-with-mixed-vegetables/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/43/","Add salt, sambhar pwd and curry masala pwd and mix well. Let it cook for 10-12 minutes.

I like to add some jaggery or sugar. But its according to individual taste and optional.

Garnish with chopped coriander leaves and sambhar is ready."
"Tiffin Treats – Baked Macaroni And Cheese","http://www.sailusfood.com/2007/08/30/tiffin-treats-baked-macaroni-and-cheese/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/35/","Main Ingredients:
	 macaroni"
"Ayurvedic Food – Sprouts","http://www.sailusfood.com/2008/09/09/ayurvedic-food-sprouts/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/32/","~ by Claudia"
"Capsicum Chicken","http://www.sailusfood.com/2009/10/22/capsicum-chicken/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/27/","Main Ingredients:
	 chicken  capsicum"
"Kheema Sandwich","http://www.sailusfood.com/2008/05/21/kheema-sandwich/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/33/","Main Ingredients:
	 minced meat"
"Cabbage Pesarapappu (Moong Dal) & Update on TOI","http://www.sailusfood.com/2008/11/20/cabbage-pesarapappu-moong-dal-update-on-toi/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/30/","Update on TOI:

‘Taste of India’ is facing server issues since yesterday and is not likely to be available for the next few days. We are trying to resolve the issues and your co-operation is appreciated."
"What is Bitter gourd – Karela Benefits","http://www.sailusfood.com/2005/11/16/benefits-of-bitter-gourd-karela/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/44/","Main Ingredients:
	 bitter gourd"
"Capsicum Pachadi","http://www.sailusfood.com/2008/02/25/capsicum-pachadi/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/34/","This morning, there was no way I could pass up the capsicums sitting in the refrigerator screaming for attention. I set out to prepare a pachadi in combination with green chillis to mellow down the sweetness of capsicums. Capsicum and green chilli pieces are sauteed in oil, ground to a coarse paste and slow cooked in a tempering spice base along with tamarind to create an amazingly well balanced flavored pachadi – sweet, sour and spicy. Once you devour it with rice and a dash of ghee, its hard to imagine cooking and relishing capsicums in any other way."
"Menthi – Methi, Fenugreek Seeds (Indian Spice)","http://www.sailusfood.com/2006/06/05/menthi-methi-fenugreek-seeds-indian-spice/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/39/","The six tastes, sweet,salty, sour, bitter, astringent, bitter and hot, advocated by Ayurveda balances our diet for optimum health and nutrition and an easy way to get the bitter taste to our diet is to add fenugreek seeds to our foods."
"Beerakaya Pesarapappu Kootu ~ Ridge gourd and Moong dal","http://www.sailusfood.com/2010/06/14/beerakaya-pesarapappu-kootu-ridge-gourd-and-moong-dal/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/21/","The monsoon has set in and I am enjoying Vizag weather since the past two days. It isn’t pouring yet, just a  few showers during the night and one wakes up to pleasant, cool and windy weather. The landscape outside my bedroom window is spectacular. After Nehal left for school (his first day after summer vacation) this morning, I sat outside with a cup of hot tea, reading the newspaper and enjoying the weather. I was also in a mood to bake and prepared a quick basic eggless cake for Nehal."
"Aratikaya Vepudu ~ Raw Plantain Fry","http://www.sailusfood.com/2011/11/01/aratikaya-vepudu-raw-plantain-fry-recipe/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/16/",""
